id,day,month,year,hour,minute,seconds,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
6581,21,12,2006,13,40,00,0.534,0.18,242.97,2.2,0,3,0
6582,21,12,2006,13,41,00,0.51,0.19,243.44,2.2,0,4,0
6583,21,12,2006,13,42,00,0.496,0.126,243.63,2,0,3,0
6584,21,12,2006,13,43,00,0.428,0.052,242.75,1.8,0,4,0
6585,21,12,2006,13,44,00,0.426,0,243.27,1.8,0,3,0
6586,21,12,2006,13,45,00,0.324,0,243.21,1.4,0,2,0
6587,21,12,2006,13,46,00,0.222,0,242.68,1,0,0,0
6588,21,12,2006,13,47,00,1.308,0,241.72,5.4,0,0,16
6589,21,12,2006,13,48,00,1.328,0,241.21,5.4,0,0,18
6590,21,12,2006,13,49,00,1.338,0,241.79,5.4,0,1,18
6591,21,12,2006,13,50,00,1.308,0,241.65,5.4,0,0,18
6592,21,12,2006,13,51,00,1.33,0,242.38,5.4,0,0,19
6593,21,12,2006,13,52,00,1.314,0,242.85,5.4,0,0,18
6594,21,12,2006,13,53,00,1.332,0,242.94,5.4,0,0,18
6595,21,12,2006,13,54,00,1.308,0,242.56,5.4,0,0,18
6596,21,12,2006,13,55,00,1.326,0,242.46,5.4,0,1,18
6597,21,12,2006,13,56,00,1.312,0,242.68,5.4,0,0,18
6598,21,12,2006,13,57,00,1.328,0,243.2,5.4,0,0,18
6599,21,12,2006,13,58,00,1.328,0,242.94,5.4,0,0,18
6600,21,12,2006,13,59,00,1.304,0,242.35,5.4,0,0,18
6601,21,12,2006,14,00,00,1.33,0,243.11,5.4,0,1,18
6602,21,12,2006,14,01,00,1.33,0,244.47,5.4,0,0,19
6603,21,12,2006,14,02,00,1.366,0,245.68,5.4,0,0,18
6604,21,12,2006,14,03,00,1.344,0,245.55,5.4,0,0,19
6605,21,12,2006,14,04,00,1.36,0,245.33,5.4,0,0,18
6606,21,12,2006,14,05,00,1.342,0,245.54,5.4,0,0,18
6607,21,12,2006,14,06,00,1.34,0,243.45,5.4,0,1,19
6608,21,12,2006,14,07,00,1.32,0,243.52,5.4,0,0,18
6609,21,12,2006,14,08,00,1.422,0.076,242.76,5.8,0,0,18
6610,21,12,2006,14,09,00,1.42,0.11,242.76,5.8,0,0,18
6611,21,12,2006,14,10,00,2.244,0.11,242.49,10.6,0,0,18
6612,21,12,2006,14,11,00,4.216,0.082,239.97,17.4,0,0,17
6613,21,12,2006,14,12,00,4.248,0.088,240.45,17.6,0,1,18
6614,21,12,2006,14,13,00,2.972,0.21,239.4,13.8,0,1,18
6615,21,12,2006,14,14,00,1.53,0.234,241.6,6.4,0,2,18
6616,21,12,2006,14,15,00,1.56,0.232,242.45,6.4,0,1,18
6617,21,12,2006,14,16,00,1.574,0.234,241.82,6.6,0,2,17
6618,21,12,2006,14,17,00,1.552,0.23,241.78,6.4,0,2,18
6619,21,12,2006,14,18,00,1.572,0.236,242.23,6.6,0,1,18
6620,21,12,2006,14,19,00,1.556,0.234,242.56,6.4,0,2,18
6621,21,12,2006,14,20,00,1.58,0.246,243.78,6.6,0,2,18
6622,21,12,2006,14,21,00,1.558,0.242,243.93,6.4,0,1,19
6623,21,12,2006,14,22,00,1.502,0.136,243.45,6.2,0,2,18
6624,21,12,2006,14,23,00,1.454,0.098,243.08,6,0,1,18
6625,21,12,2006,14,24,00,1.468,0.102,242.69,6,0,2,18
6626,21,12,2006,14,25,00,1.508,0.166,242.35,6.2,0,1,18
6627,21,12,2006,14,26,00,1.538,0.21,242.65,6.4,0,2,18
6628,21,12,2006,14,27,00,1.102,0.208,242.52,5,0,1,12
6629,21,12,2006,14,28,00,0.446,0.222,243.91,2,0,2,0
6630,21,12,2006,14,29,00,0.452,0.228,244.51,2.2,0,1,0
6631,21,12,2006,14,30,00,0.436,0.224,244.62,2,0,2,0
6632,21,12,2006,14,31,00,0.454,0.226,244.1,2.2,0,1,0
6633,21,12,2006,14,32,00,0.428,0.218,243.72,2,0,2,0
6634,21,12,2006,14,33,00,0.392,0.138,243.33,1.8,0,1,0
6635,21,12,2006,14,34,00,0.354,0.106,242.36,1.6,0,2,0
6636,21,12,2006,14,35,00,0.374,0.11,242.48,1.6,0,1,0
6637,21,12,2006,14,36,00,0.352,0.106,242.65,1.6,0,1,0
6638,21,12,2006,14,37,00,0.356,0.082,242.95,1.6,0,2,0
6639,21,12,2006,14,38,00,0.282,0,243.83,1.2,0,0,0
6640,21,12,2006,14,39,00,0.302,0,244.32,1.4,0,0,0
6641,21,12,2006,14,40,00,0.284,0,245.02,1.2,0,0,0
6642,21,12,2006,14,41,00,0.298,0,242.83,1.4,0,0,0
6643,21,12,2006,14,42,00,0.282,0,243.28,1.2,0,0,0
6644,21,12,2006,14,43,00,0.302,0,243.54,1.4,0,1,0
6645,21,12,2006,14,44,00,0.29,0,243.08,1.4,0,0,0
6646,21,12,2006,14,45,00,0.508,0.066,243.71,2.2,0,3,0
6647,21,12,2006,14,46,00,0.488,0,242.57,2,0,4,0
6648,21,12,2006,14,47,00,0.5,0.058,242.42,2,0,4,0
6649,21,12,2006,14,48,00,0.614,0.188,243.38,2.6,0,3,0
6650,21,12,2006,14,49,00,0.614,0.204,244.03,2.6,0,4,0
6651,21,12,2006,14,50,00,0.598,0.188,243.97,2.6,0,3,0
6652,21,12,2006,14,51,00,0.606,0.198,243.54,2.6,0,4,0
6653,21,12,2006,14,52,00,0.592,0.178,243.12,2.6,0,3,0
6654,21,12,2006,14,53,00,0.384,0.116,242.37,1.8,0,1,0
6655,21,12,2006,14,54,00,0.4,0.118,241.89,1.8,0,0,0
6656,21,12,2006,14,55,00,0.382,0.124,244.12,1.8,0,0,0
6657,21,12,2006,14,56,00,0.362,0.13,244.7,1.6,0,0,0
6658,21,12,2006,14,57,00,0.32,0.128,245.19,1.4,0,0,0
6659,21,12,2006,14,58,00,0.338,0.136,245.9,1.6,0,1,0
6660,21,12,2006,14,59,00,0.336,0.134,246.36,1.4,0,0,0
6661,21,12,2006,15,00,00,0.4,0.134,245.84,1.8,0,0,0
6662,21,12,2006,15,01,00,0.378,0.126,245.08,1.6,0,0,0
6663,21,12,2006,15,02,00,0.324,0,244.16,1.4,0,0,0
6664,21,12,2006,15,03,00,0.28,0,243.85,1.2,0,0,0
6665,21,12,2006,15,04,00,0.3,0,242.73,1.2,0,1,0
6666,21,12,2006,15,05,00,0.278,0,242.6,1.2,0,0,0
6667,21,12,2006,15,06,00,0.276,0,243.32,1.2,0,0,0
6668,21,12,2006,15,07,00,0.236,0,244.25,1,0,0,0
6669,21,12,2006,15,08,00,0.262,0,244.65,1.2,0,0,0
6670,21,12,2006,15,09,00,0.242,0,244.71,1,0,0,0
6671,21,12,2006,15,10,00,0.26,0,244.16,1.2,0,1,0
6672,21,12,2006,15,11,00,0.242,0,244.86,1,0,0,0
6673,21,12,2006,15,12,00,0.26,0,244.17,1.2,0,0,0
6674,21,12,2006,15,13,00,0.24,0,243.34,1,0,0,0
6675,21,12,2006,15,14,00,0.258,0,243.04,1.2,0,0,0
6676,21,12,2006,15,15,00,0.24,0,243.86,1,0,0,0
6677,21,12,2006,15,16,00,0.24,0,242.93,1,0,1,0
6678,21,12,2006,15,17,00,0.218,0,243.8,1,0,0,0
6679,21,12,2006,15,18,00,0.24,0,244.68,1,0,0,0
6680,21,12,2006,15,19,00,0.22,0,245.03,1,0,0,0
6681,21,12,2006,15,20,00,0.322,0.084,244.99,1.6,0,0,0
6682,21,12,2006,15,21,00,0.306,0.098,245.54,1.4,0,0,0
6683,21,12,2006,15,22,00,0.312,0.1,245.5,1.4,0,1,0
6684,21,12,2006,15,23,00,0.372,0.1,242.72,1.8,0,0,0
6685,21,12,2006,15,24,00,0.506,0.094,241.46,2.4,0,0,0
6686,21,12,2006,15,25,00,0.536,0.098,241.81,2.6,0,0,0
6687,21,12,2006,15,26,00,0.514,0.09,241.5,2.4,0,0,0
6688,21,12,2006,15,27,00,0.57,0.15,241.9,2.8,0,1,0
6689,21,12,2006,15,28,00,0.55,0.15,241.76,2.6,0,0,0
6690,21,12,2006,15,29,00,0.412,0.124,241.96,2,0,0,0
6691,21,12,2006,15,30,00,0.32,0.114,241.84,1.4,0,0,0
6692,21,12,2006,15,31,00,0.338,0.118,241.81,1.4,0,0,0
6693,21,12,2006,15,32,00,0.316,0.112,241.07,1.4,0,0,0
6694,21,12,2006,15,33,00,0.332,0.112,240.33,1.4,0,1,0
6695,21,12,2006,15,34,00,0.314,0.112,241.37,1.4,0,0,0
6696,21,12,2006,15,35,00,0.334,0.118,241.79,1.4,0,0,0
6697,21,12,2006,15,36,00,0.314,0.114,241.9,1.4,0,0,0
6698,21,12,2006,15,37,00,0.332,0.12,242.11,1.4,0,0,0
6699,21,12,2006,15,38,00,0.312,0.114,242.17,1.4,0,0,0
6700,21,12,2006,15,39,00,0.332,0.12,242.14,1.4,0,1,0
6701,21,12,2006,15,40,00,0.312,0.116,242.35,1.4,0,0,0
6702,21,12,2006,15,41,00,0.332,0.124,242.71,1.4,0,0,0
6703,21,12,2006,15,42,00,0.228,0,242.99,1,0,0,0
6704,21,12,2006,15,43,00,0.236,0,241.8,1,0,0,0
6705,21,12,2006,15,44,00,0.216,0,241.64,1,0,0,0
6706,21,12,2006,15,45,00,0.244,0,242.08,1,0,1,0
6707,21,12,2006,15,46,00,0.324,0,242.02,1.4,0,0,0
6708,21,12,2006,15,47,00,0.39,0,241.89,1.6,0,0,0
6709,21,12,2006,15,48,00,0.516,0,241.59,2.2,0,0,0
6710,21,12,2006,15,49,00,0.324,0,242.41,1.4,0,0,0
6711,21,12,2006,15,50,00,0.218,0,242.08,1,0,0,0
6712,21,12,2006,15,51,00,0.238,0,242.52,1,0,0,0
6713,21,12,2006,15,52,00,0.228,0,242.1,1,0,0,0
6714,21,12,2006,15,53,00,0.228,0,242.4,1,0,1,0
6715,21,12,2006,15,54,00,0.238,0,242.15,1,0,0,0
6716,21,12,2006,15,55,00,0.22,0,242.82,1,0,0,0
6717,21,12,2006,15,56,00,0.238,0,242.52,1,0,0,0
6718,21,12,2006,15,57,00,0.218,0,243.2,1,0,0,0
6719,21,12,2006,15,58,00,0.238,0,242.81,1,0,1,0
6720,21,12,2006,15,59,00,0.22,0,243.57,1,0,0,0
6721,21,12,2006,16,00,00,0.238,0,243.27,1,0,0,0
6722,21,12,2006,16,01,00,1.148,0,242.45,5,0,0,13
6723,21,12,2006,16,02,00,1.354,0,242,5.6,0,0,19
6724,21,12,2006,16,03,00,1.314,0,241.3,5.4,0,0,18
6725,21,12,2006,16,04,00,1.326,0,241.57,5.4,0,1,18
6726,21,12,2006,16,05,00,1.3,0,241.27,5.4,0,0,18
6727,21,12,2006,16,06,00,1.324,0,241.56,5.4,0,0,18
6728,21,12,2006,16,07,00,1.372,0,241.06,5.6,0,0,18
6729,21,12,2006,16,08,00,1.426,0.106,241.49,5.8,0,0,18
6730,21,12,2006,16,09,00,1.4,0.102,241.63,5.8,0,0,18
6731,21,12,2006,16,10,00,1.432,0.112,242.89,5.8,0,1,18
6732,21,12,2006,16,11,00,1.408,0.106,242.64,5.8,0,0,18
6733,21,12,2006,16,12,00,1.416,0.108,241.64,5.8,0,0,18
6734,21,12,2006,16,13,00,1.382,0.098,240.64,5.6,0,0,18
6735,21,12,2006,16,14,00,1.444,0.142,240.63,6,0,0,17
6736,21,12,2006,16,15,00,1.436,0.208,240.95,6,0,0,18
6737,21,12,2006,16,16,00,1.454,0.212,240.78,6,0,1,18
6738,21,12,2006,16,17,00,1.504,0.29,240.97,6.4,0,1,18
6739,21,12,2006,16,18,00,1.598,0.342,241.7,6.6,0,2,18
6740,21,12,2006,16,19,00,1.528,0.34,242.02,6.4,0,1,17
6741,21,12,2006,16,20,00,1.55,0.344,241.9,6.4,0,2,18
6742,21,12,2006,16,21,00,1.496,0.288,241.55,6.2,0,1,18
6743,21,12,2006,16,22,00,1.508,0.182,241,6.2,0,2,18
6744,21,12,2006,16,23,00,1.498,0.094,240.47,6.2,0,1,18
6745,21,12,2006,16,24,00,1.358,0.094,240.55,5.6,0,2,17
6746,21,12,2006,16,25,00,1.37,0.096,240.28,5.6,0,2,18
6747,21,12,2006,16,26,00,1.346,0.09,239.95,5.6,0,1,18
6748,21,12,2006,16,27,00,1.362,0.094,239.71,5.6,0,2,17
6749,21,12,2006,16,28,00,1.352,0.092,240.74,5.6,0,1,18
6750,21,12,2006,16,29,00,1.37,0.098,240.69,5.6,0,2,18
6751,21,12,2006,16,30,00,1.35,0.092,240.69,5.6,0,1,18
6752,21,12,2006,16,31,00,1.358,0.094,239.68,5.6,0,2,17
6753,21,12,2006,16,32,00,1.328,0.086,238.83,5.4,0,1,18
6754,21,12,2006,16,33,00,1.344,0.088,238.6,5.6,0,2,17
6755,21,12,2006,16,34,00,1.316,0.082,237.85,5.4,0,1,17
6756,21,12,2006,16,35,00,1.336,0.086,238.06,5.6,0,2,18
6757,21,12,2006,16,36,00,1.32,0.084,238.33,5.4,0,1,17
6758,21,12,2006,16,37,00,1.336,0.088,238.23,5.6,0,2,18
6759,21,12,2006,16,38,00,1.316,0.084,238.23,5.4,0,1,17
6760,21,12,2006,16,39,00,1.336,0.088,238.33,5.6,0,1,17
6761,21,12,2006,16,40,00,1.328,0.086,239.38,5.4,0,2,18
6762,21,12,2006,16,41,00,1.328,0.064,239.08,5.4,0,1,17
6763,21,12,2006,16,42,00,1.246,0,238.32,5.2,0,0,18
6764,21,12,2006,16,43,00,1.264,0,238.34,5.2,0,0,17
6765,21,12,2006,16,44,00,1.248,0,238.69,5.2,0,0,18
6766,21,12,2006,16,45,00,1.268,0,238.72,5.2,0,1,17
6767,21,12,2006,16,46,00,1.25,0,238.84,5.2,0,0,18
6768,21,12,2006,16,47,00,1.382,0.09,238.79,5.8,0,0,17
6769,21,12,2006,16,48,00,1.368,0.088,238.3,5.6,0,0,17
6770,21,12,2006,16,49,00,1.384,0.092,238.19,5.8,0,0,18
6771,21,12,2006,16,50,00,1.364,0.086,238.27,5.6,0,0,17
6772,21,12,2006,16,51,00,1.38,0.09,237.99,5.8,0,1,18
6773,21,12,2006,16,52,00,1.36,0.086,237.78,5.6,0,0,17
6774,21,12,2006,16,53,00,1.364,0.088,237.33,5.6,0,0,17
6775,21,12,2006,16,54,00,1.376,0.092,238.4,5.8,0,0,18
6776,21,12,2006,16,55,00,1.36,0.09,238.39,5.6,0,0,17
6777,21,12,2006,16,56,00,1.382,0.092,238.23,5.8,0,0,17
6778,21,12,2006,16,57,00,1.62,0.084,238.25,6.8,0,0,18
6779,21,12,2006,16,58,00,1.512,0.09,238.24,6.2,0,1,17
6780,21,12,2006,16,59,00,1.466,0.086,238.72,6,0,0,18
6781,21,12,2006,17,00,00,1.53,0.092,239.01,6.4,0,0,17
6782,21,12,2006,17,01,00,1.516,0,238.31,6.4,0,0,17
6783,21,12,2006,17,02,00,1.308,0,239.14,5.4,0,0,18
6784,21,12,2006,17,03,00,1.272,0,239.44,5.2,0,0,17
6785,21,12,2006,17,04,00,1.27,0,237.98,5.2,0,1,18
6786,21,12,2006,17,05,00,0.266,0,237.72,1.2,0,0,1
6787,21,12,2006,17,06,00,0.306,0,237.46,1.4,0,0,0
6788,21,12,2006,17,07,00,0.206,0,237.02,0.8,0,0,0
6789,21,12,2006,17,08,00,0.252,0,236.79,1.2,0,0,0
6790,21,12,2006,17,09,00,0.314,0,236.33,1.4,0,0,0
6791,21,12,2006,17,10,00,0.478,0.054,235.47,2.2,0,1,0
6792,21,12,2006,17,11,00,0.448,0.054,234.67,1.8,0,0,0
6793,21,12,2006,17,12,00,0.47,0.062,235.68,2,0,0,0
6794,21,12,2006,17,13,00,0.45,0.058,235.67,1.8,0,0,0
6795,21,12,2006,17,14,00,0.682,0.198,234.63,3.6,0,0,0
6796,21,12,2006,17,15,00,1.276,0.534,234.11,6.2,0,0,0
6797,21,12,2006,17,16,00,1.278,0.532,233.79,6.2,0,1,0
6798,21,12,2006,17,17,00,1.256,0.528,234.02,6,0,0,0
6799,21,12,2006,17,18,00,1.174,0.404,234.13,5.8,0,0,0
6800,21,12,2006,17,19,00,0.37,0,235.87,1.6,0,0,0
6801,21,12,2006,17,20,00,0.45,0,235.67,2,0,0,0
6802,21,12,2006,17,21,00,0.532,0.046,235.87,2.2,0,0,0
6803,21,12,2006,17,22,00,1.068,0.048,234.52,5,0,1,6
6804,21,12,2006,17,23,00,1.588,0.054,234.38,6.8,0,0,18
6805,21,12,2006,17,24,00,1.574,0.054,234.1,6.6,0,0,17
6806,21,12,2006,17,25,00,1.572,0.052,234.01,6.6,0,0,17
6807,21,12,2006,17,26,00,1.592,0,234.66,6.8,0,0,17
6808,21,12,2006,17,27,00,1.764,0.068,234.06,7.4,0,1,17
6809,21,12,2006,17,28,00,1.756,0.064,234.01,7.4,0,0,17
6810,21,12,2006,17,29,00,1.778,0.068,234.48,7.6,0,0,17
6811,21,12,2006,17,30,00,1.76,0.076,234.22,7.4,0,0,17
6812,21,12,2006,17,31,00,1.78,0.092,233.86,7.6,0,0,16
6813,21,12,2006,17,32,00,1.768,0.09,234.53,7.4,0,0,17
6814,21,12,2006,17,33,00,1.784,0.086,234.94,7.6,0,1,17
6815,21,12,2006,17,34,00,1.764,0.068,235.53,7.4,0,0,17
6816,21,12,2006,17,35,00,1.782,0.072,235.57,7.4,0,0,17
6817,21,12,2006,17,36,00,1.796,0.068,235.43,7.6,0,0,17
6818,21,12,2006,17,37,00,1.834,0.072,235.28,7.8,0,0,17
6819,21,12,2006,17,38,00,1.596,0.128,235.11,6.8,0,0,17
6820,21,12,2006,17,39,00,1.698,0.284,235.8,7.2,0,1,17
6821,21,12,2006,17,40,00,1.926,0.27,235.14,8.2,0,0,17
6822,21,12,2006,17,41,00,2.412,0.176,234.05,10.4,0,0,17
6823,21,12,2006,17,42,00,2.684,0.126,233.41,11.4,0,0,17
6824,21,12,2006,17,43,00,2.878,0.126,233.13,12.2,0,0,16
6825,21,12,2006,17,44,00,2.792,0.126,233.3,11.8,0,0,17
6826,21,12,2006,17,45,00,2.816,0.132,233.48,12,0,0,17
6827,21,12,2006,17,46,00,2.798,0.13,233.61,12,0,0,17
6828,21,12,2006,17,47,00,2.82,0.134,233.72,12,0,1,16
6829,21,12,2006,17,48,00,3.102,0.344,234.79,13.4,0,0,17
6830,21,12,2006,17,49,00,3.584,0.688,234.16,15.6,0,0,17
6831,21,12,2006,17,50,00,3.504,0.664,232.49,15.4,0,0,17
6832,21,12,2006,17,51,00,3.534,0.66,233.53,15.4,0,0,16
6833,21,12,2006,17,52,00,3.092,0.338,233.73,13.4,0,0,17
6834,21,12,2006,17,53,00,2.846,0.142,234.98,12,0,1,17
6835,21,12,2006,17,54,00,2.828,0.138,234.43,12,0,0,17
6836,21,12,2006,17,55,00,2.89,0.138,234.46,12.2,0,0,17
6837,21,12,2006,17,56,00,2.868,0.138,234.12,12.2,0,0,17
6838,21,12,2006,17,57,00,2.802,0.134,233.76,12,0,0,16
6839,21,12,2006,17,58,00,2.82,0.138,233.72,12,0,1,17
6840,21,12,2006,17,59,00,2.804,0.134,233.82,12,0,0,17
6841,21,12,2006,18,00,00,2.864,0.134,233.14,12.2,0,0,17
6842,21,12,2006,18,01,00,2.804,0.136,233.88,12,0,0,16
6843,21,12,2006,18,02,00,2.828,0.14,234.06,12,0,0,17
6844,21,12,2006,18,03,00,2.55,0,234.82,10.8,0,0,17
6845,21,12,2006,18,04,00,2.49,0,233.78,10.6,0,1,17
6846,21,12,2006,18,05,00,2.39,0,234.22,10.2,0,0,17
6847,21,12,2006,18,06,00,2.496,0.114,233.64,10.6,0,0,16
6848,21,12,2006,18,07,00,2.618,0.182,234.08,11.2,0,0,17
6849,21,12,2006,18,08,00,2.508,0.17,233.84,10.6,0,0,17
6850,21,12,2006,18,09,00,2.49,0.166,234.11,10.6,0,0,17
6851,21,12,2006,18,10,00,2.774,0.278,233.99,12,0,1,17
6852,21,12,2006,18,11,00,2.496,0.17,234.77,10.6,0,0,16
6853,21,12,2006,18,12,00,2.488,0.136,234.84,10.6,0,0,17
6854,21,12,2006,18,13,00,2.466,0.072,235.19,10.4,0,0,17
6855,21,12,2006,18,14,00,2.44,0.076,234.77,10.4,0,0,17
6856,21,12,2006,18,15,00,2.436,0.078,234.32,10.4,0,0,17
6857,21,12,2006,18,16,00,2.428,0.074,234.5,10.2,0,1,17
6858,21,12,2006,18,17,00,2.414,0.072,234.83,10.2,0,0,17
6859,21,12,2006,18,18,00,2.426,0.074,234.38,10.2,0,0,17
6860,21,12,2006,18,19,00,2.422,0.074,235.27,10.2,0,0,17
6861,21,12,2006,18,20,00,2.432,0.076,234.75,10.2,0,0,17
6862,21,12,2006,18,21,00,2.374,0,234.49,10,0,0,16
6863,21,12,2006,18,22,00,2.384,0.048,234.39,10,0,1,17
6864,21,12,2006,18,23,00,2.348,0.056,233.41,10,0,0,17
6865,21,12,2006,18,24,00,3.64,0.402,232.29,16,0,0,16
6866,21,12,2006,18,25,00,3.81,0.53,231.87,16.6,0,2,17
6867,21,12,2006,18,26,00,3.804,0.526,232.46,16.6,0,1,17
6868,21,12,2006,18,27,00,3.788,0.522,231.84,16.6,0,2,16
6869,21,12,2006,18,28,00,3.778,0.516,232.25,16.4,0,1,17
6870,21,12,2006,18,29,00,2.678,0.136,234.35,11.6,0,2,16
6871,21,12,2006,18,30,00,2.542,0.06,234.76,10.8,0,2,17
6872,21,12,2006,18,31,00,2.546,0.062,234.09,10.8,0,1,17
6873,21,12,2006,18,32,00,2.634,0.056,233.9,11.2,0,2,17
6874,21,12,2006,18,33,00,2.684,0.062,234.65,11.4,0,1,17
6875,21,12,2006,18,34,00,2.638,0.054,233.22,11.2,0,2,16
6876,21,12,2006,18,35,00,2.656,0.058,233.18,11.4,0,1,17
6877,21,12,2006,18,36,00,2.714,0.052,233.05,11.6,0,2,17
6878,21,12,2006,18,37,00,2.774,0.058,233.75,11.8,0,1,17
6879,21,12,2006,18,38,00,2.76,0.054,234.07,11.8,0,2,16
6880,21,12,2006,18,39,00,2.772,0.058,233.76,11.8,0,1,17
6881,21,12,2006,18,40,00,2.71,0.054,233.75,11.6,0,2,17
6882,21,12,2006,18,41,00,2.55,0.06,233.25,10.8,0,1,17
6883,21,12,2006,18,42,00,1.984,0.052,233.35,8.4,0,2,16
6884,21,12,2006,18,43,00,1.908,0.052,233.11,8.2,0,1,17
6885,21,12,2006,18,44,00,1.796,0.05,233.63,7.6,0,1,17
6886,21,12,2006,18,45,00,1.744,0.056,233.61,7.4,0,2,16
6887,21,12,2006,18,46,00,1.81,0.14,233.45,7.8,0,1,17
6888,21,12,2006,18,47,00,1.852,0.18,233.83,7.8,0,2,17
6889,21,12,2006,18,48,00,1.828,0.176,233.89,7.8,0,1,17
6890,21,12,2006,18,49,00,1.796,0.088,234.49,7.6,0,0,16
6891,21,12,2006,18,50,00,1.754,0.062,233.74,7.4,0,0,17
6892,21,12,2006,18,51,00,1.78,0.066,233.72,7.6,0,1,17
6893,21,12,2006,18,52,00,1.926,0.062,234.05,8.2,0,0,17
6894,21,12,2006,18,53,00,1.884,0.064,233.57,8,0,0,17
6895,21,12,2006,18,54,00,1.766,0.064,234.16,7.4,0,0,16
6896,21,12,2006,18,55,00,1.762,0.064,233.36,7.4,0,0,17
6897,21,12,2006,18,56,00,1.766,0.066,233.5,7.4,0,1,17
6898,21,12,2006,18,57,00,1.758,0.062,234.15,7.4,0,0,17
6899,21,12,2006,18,58,00,1.806,0.076,235.13,7.6,0,0,16
6900,21,12,2006,18,59,00,1.834,0.164,234.96,7.8,0,0,17
6901,21,12,2006,19,00,00,1.818,0.132,234.27,7.8,0,0,17
6902,21,12,2006,19,01,00,1.724,0,233.61,7.4,0,0,17
6903,21,12,2006,19,02,00,1.748,0,233.93,7.4,0,1,17
6904,21,12,2006,19,03,00,1.726,0,233.79,7.4,0,0,17
6905,21,12,2006,19,04,00,1.742,0,233.57,7.4,0,0,16
6906,21,12,2006,19,05,00,1.73,0,234.09,7.4,0,0,17
6907,21,12,2006,19,06,00,1.754,0,234.03,7.4,0,0,17
6908,21,12,2006,19,07,00,1.696,0,234.47,7.2,0,0,17
6909,21,12,2006,19,08,00,1.712,0.052,236.1,7.2,0,1,17
6910,21,12,2006,19,09,00,1.688,0.056,235.82,7,0,0,17
6911,21,12,2006,19,10,00,1.936,0,234.91,8.2,0,0,17
6912,21,12,2006,19,11,00,1.892,0,235.82,8,0,0,17
6913,21,12,2006,19,12,00,1.694,0.054,235.4,7.2,0,0,17
6914,21,12,2006,19,13,00,1.748,0.066,236.07,7.4,0,0,17
6915,21,12,2006,19,14,00,1.956,0.126,234.79,8.2,0,1,17
6916,21,12,2006,19,15,00,1.9,0.108,233.91,8,0,0,17
6917,21,12,2006,19,16,00,1.864,0.106,233.37,8,0,0,16
6918,21,12,2006,19,17,00,1.848,0.102,233.49,7.8,0,0,17
6919,21,12,2006,19,18,00,1.898,0.114,235.54,8,0,0,17
6920,21,12,2006,19,19,00,1.844,0.068,235.9,7.8,0,0,17
6921,21,12,2006,19,20,00,2.286,0.05,236.04,9.6,0,1,17
6922,21,12,2006,19,21,00,2.598,0.056,236.11,11,0,0,17
6923,21,12,2006,19,22,00,2.142,0.048,236.7,9,0,0,17
6924,21,12,2006,19,23,00,1.884,0,234.84,8,0,0,17
6925,21,12,2006,19,24,00,2.128,0,234.18,9,0,0,17
6926,21,12,2006,19,25,00,2.23,0,233.9,9.4,0,0,17
6927,21,12,2006,19,26,00,2.32,0.134,233.8,9.8,0,1,17
6928,21,12,2006,19,27,00,2.332,0.136,234.1,10,0,0,16
6929,21,12,2006,19,28,00,2.32,0.134,234.74,9.8,0,0,17
6930,21,12,2006,19,29,00,2.334,0.138,234.57,10,0,0,17
6931,21,12,2006,19,30,00,2.316,0.136,234.78,9.8,0,0,17
6932,21,12,2006,19,31,00,2.328,0.138,234.41,9.8,0,1,17
6933,21,12,2006,19,32,00,2.318,0.134,235,9.8,0,0,17
6934,21,12,2006,19,33,00,2.33,0.138,234.6,9.8,0,0,17
6935,21,12,2006,19,34,00,2.448,0.128,233.5,10.4,0,0,16
6936,21,12,2006,19,35,00,2.514,0.132,233.39,10.8,0,0,17
6937,21,12,2006,19,36,00,2.292,0.13,233.68,9.8,0,0,17
6938,21,12,2006,19,37,00,2.216,0.134,233.43,9.4,0,0,17
6939,21,12,2006,19,38,00,2.018,0.142,234.76,8.6,0,0,16
6940,21,12,2006,19,39,00,2.068,0.162,235.32,8.8,0,1,17
6941,21,12,2006,19,40,00,2.136,0.082,234.56,9,0,0,17
6942,21,12,2006,19,41,00,1.778,0,234.48,7.8,0,0,10
6943,21,12,2006,19,42,00,1.246,0,236.44,5.2,0,0,0
6944,21,12,2006,19,43,00,1.138,0,236.34,4.8,0,0,0
6945,21,12,2006,19,44,00,1.108,0,234.8,4.8,0,0,0
6946,21,12,2006,19,45,00,1.136,0,235.97,4.8,0,1,0
6947,21,12,2006,19,46,00,1.126,0,237.33,4.8,0,0,0
6948,21,12,2006,19,47,00,1.146,0.046,237.27,4.8,0,0,0
6949,21,12,2006,19,48,00,1.128,0,238.14,4.8,0,0,0
6950,21,12,2006,19,49,00,1.15,0.05,238.49,4.8,0,0,0
6951,21,12,2006,19,50,00,1.126,0.046,238.08,4.8,0,0,0
6952,21,12,2006,19,51,00,1.17,0.048,238,5,0,1,0
6953,21,12,2006,19,52,00,3.21,0.092,236.19,15,19,0,0
6954,21,12,2006,19,53,00,4.454,0.2,234.48,19,38,0,0
6955,21,12,2006,19,54,00,4.242,0.226,234.16,18,37,0,0
6956,21,12,2006,19,55,00,4.246,0.23,234.5,18,37,0,0
